Time;Temperature;Humidity;Air Quality;Light;Loudness;Power Consumption;is_anomaly;anomaly_score
2024-06-24 13:23:00;29.139;73.372;31.387;415.304;49.924;53.072;0;0.136
2024-06-24 13:24:00;24.491;64.972;33.9;325.422;45.197;56.276;0;0.079
2024-06-24 13:25:00;24.179;68.344;48.29;279.364;49.989;45.801;0;0.033
2024-06-24 13:26:00;27.737;59.541;35.236;324.158;44.52;55.97;0;0.12
2024-06-24 13:27:00;27.187;63.065;47.204;380.952;44.27;58.487;0;0.032
2024-06-24 13:28:00;26.936;68.478;53.595;419.602;45.17;58.613;0;0.04
2024-06-24 13:29:00;26.943;69.246;36.786;355.556;44.625;62.458;0;0.035
2024-06-24 13:30:00;25.982;63.53;45.451;415.91;44.354;49.576;0;0.077
2024-06-24 13:31:00;24.654;64.642;30.77;282.091;48.43;51.272;0;0.048
2024-06-24 13:32:00;40.271;57.411;46.038;30.42;88.074;68.269;1;0.9
2024-06-24 13:33:00;24.984;63.215;41.595;335.571;47.137;53.948;0;0.068
2024-06-24 13:34:00;27.463;69.452;43.784;344.272;48.094;56.4;0;0.131
2024-06-24 13:35:00;25.779;67.876;34.835;354.205;46.165;54.531;0;0.086
2024-06-24 13:36:00;24.762;67.503;26.711;384.546;42.089;49.248;0;0.132
2024-06-24 13:37:00;25.518;65.249;44.026;327.76;40.941;66.365;0;0.029
2024-06-24 13:38:00;26.619;65.035;23.493;356.951;45.446;51.306;0;0.025
2024-06-24 13:39:00;25.154;61.698;37.461;347.744;44.486;47.109;0;0.086
2024-06-24 13:40:00;24.767;68.494;47.529;303.706;45.262;51.845;0;0.069
2024-06-24 13:41:00;26.366;67.105;41.535;344.317;44.952;40.988;0;0.099
2024-06-24 13:42:00;26.367;67.46;55.587;342.817;52.751;50.441;0;0.119
2024-06-24 13:43:00;25.24;62.37;48.201;341.746;41.009;48.223;0;0.113
2024-06-24 13:44:00;25.293;54.233;34.769;351.588;39.03;59.322;0;0.141
2024-06-24 13:45:00;26.348;70.486;40.219;353.784;45.997;50.286;0;0.06
2024-06-24 13:46:00;23.828;62.606;39.621;328.385;43.871;61.215;0;0.031
2024-06-24 13:47:00;23.889;60.686;27.343;413.636;45.948;64.789;0;0.083
2024-06-24 13:48:00;24.922;68.467;32.477;291.526;46.752;60.468;0;0.017
2024-06-24 13:49:00;25.68;63.04;35.514;313.951;48.852;53.492;0;0.043
2024-06-24 13:50:00;26.466;70.3;23.71;488.998;40.478;55.988;0;0.031
2024-06-24 13:51:00;28.213;68.085;40.38;298.1;43.33;44.325;0;0.059
2024-06-24 13:52:00;27.286;68.418;38.007;282.312;46.286;54.064;0;0.017
2024-06-24 13:53:00;25.76;58.17;26.617;386.724;47.311;48.977;0;0.005
2024-06-24 13:54:00;25.971;71.06;43.234;246.144;51.58;59.86;0;0.099
2024-06-24 13:55:00;24.496;66.306;45.727;338.236;47.867;73.009;0;0.092
2024-06-24 13:56:00;25.972;63.154;41.816;457.291;44.83;58.499;0;0.106
2024-06-24 13:57:00;25.567;65.717;37.407;272.753;42.329;41.062;0;0.099
2024-06-24 13:58:00;26.484;56.119;44.732;250.902;43.307;52.471;0;0.017
2024-06-24 13:59:00;24.759;67.043;45.442;275.041;43.222;55.857;0;0.044
2024-06-24 14:00:00;26.779;59.853;42.459;394.918;46.966;55.612;0;0.019
2024-06-24 14:01:00;28.299;58.237;33.403;406.239;45.771;49.884;0;0.126
2024-06-24 14:02:00;25.837;57.388;42.213;324.371;41.029;56.717;0;0.112
2024-06-24 14:03:00;26.603;70.563;49.564;384.161;43.692;46.302;0;0.03
2024-06-24 14:04:00;27.035;61.854;35.227;419.513;47.633;48.386;0;0.051
2024-06-24 14:05:00;25.398;72.669;56.784;439.367;46.055;59.521;0;0.145
2024-06-24 14:06:00;26.336;62.321;35.795;337.683;46.706;47.89;0;0.089
2024-06-24 14:07:00;26.019;56.463;40.259;234.926;46.149;58.767;0;0.12
2024-06-24 14:08:00;35.741;59.417;181.774;44.765;49.879;45.414;1;0.948
2024-06-24 14:09:00;24.84;71.179;41.786;328.66;45.708;67.354;0;0.032
2024-06-24 14:10:00;26.037;88.458;26.062;337.053;43.842;146.723;1;0.913
2024-06-24 14:11:00;26.747;62.259;35.632;340.607;42.253;53.434;0;0.103
2024-06-24 14:12:00;28.177;65.8;31.263;405.945;45.749;57.314;0;0.102
2024-06-24 14:13:00;27.439;67.509;41.083;413.721;37.678;51.043;0;0.083
2024-06-24 14:14:00;29.23;70.587;47.956;341.416;44.447;56.004;0;0.085
2024-06-24 14:15:00;24.849;72.242;45.168;404.924;44.382;59.027;0;0.11
2024-06-24 14:16:00;27.308;63.201;21.027;367.883;40.907;61.724;0;0.041
2024-06-24 14:17:00;26.275;58.37;56.337;353.225;42.215;60.54;0;0.053
2024-06-24 14:18:00;29.285;62.933;42.362;395.327;47.429;53.797;0;0.131
2024-06-24 14:19:00;24.788;66.301;33.788;353.613;45.692;53.974;0;0.046
2024-06-24 14:20:00;24.74;60.181;41.257;452.891;45.305;71.444;0;0.082
2024-06-24 14:21:00;25.101;60.214;41.41;278.079;45.919;61.649;0;0.105
2024-06-24 14:22:00;22.814;66.719;34.665;324.241;45.278;48.547;0;0.15
2024-06-24 14:23:00;25.211;64.757;41.583;343.674;48.729;55.7;0;0.065
2024-06-24 14:24:00;24.861;65.164;35.14;371.973;45.37;52.654;0;0.064
2024-06-24 14:25:00;26.226;61.208;36.765;413.398;40.625;54.053;0;0.126
2024-06-24 14:26:00;26.513;63.848;34.51;348.78;49.89;46.394;0;0.121
2024-06-24 14:27:00;28.814;60.379;28.539;278.889;46.111;52.117;0;0.11
2024-06-24 14:28:00;27.426;69.451;41.167;392.126;43.232;67.681;0;0.069
2024-06-24 14:29:00;25.135;70.176;44.682;387.748;41.24;59.054;0;0.049
2024-06-24 14:30:00;24.652;55.769;44.119;252.907;46.188;37.562;0;0.091
2024-06-24 14:31:00;26.738;60.352;46.559;349.81;44.648;63.517;0;0.131
2024-06-24 14:32:00;24.02;57.517;42.595;270.493;49.722;62.627;0;0.133
2024-06-24 14:33:00;28.747;61.75;35.738;316.767;43.962;52.485;0;0.016
2024-06-24 14:34:00;27.769;64.583;46.717;304.86;42.488;60.021;0;0.064
2024-06-24 14:35:00;25.296;57.752;29.14;390.463;47.687;48.984;0;0.07
2024-06-24 14:36:00;23.43;60.391;32.795;355.842;47.776;51.708;0;0.147
2024-06-24 14:37:00;28.031;59.98;32.286;285.72;45.506;65.49;0;0.102
2024-06-24 14:38:00;25.828;66.036;48.64;394.003;47.029;53.098;0;0.061
2024-06-24 14:39:00;27.857;65.347;47.542;278.31;44.887;41.912;0;0.004
2024-06-24 14:40:00;23.608;61.391;43.898;366.506;45.702;54.557;0;0.085
2024-06-24 14:41:00;25.101;65.884;48.575;309.299;48.495;54.45;0;0.014
2024-06-24 14:42:00;26.008;62.267;32.966;331.716;46.876;63.389;0;0.125
2024-06-24 14:43:00;26.07;63.642;42.789;375.214;44.492;55.1;0;0.113
2024-06-24 14:44:00;25.325;73.367;38.999;376.072;49.057;52.049;0;0.069
2024-06-24 14:45:00;26.934;71.702;46.775;416.848;37.905;62.315;0;0.064
2024-06-24 14:46:00;24.399;58.502;39.078;345.887;51.156;55.846;0;0.135
2024-06-24 14:47:00;25.786;69.149;36.92;365.323;39.882;49.75;0;0.043
2024-06-24 14:48:00;26.18;69.057;44.327;328.113;43.119;63.085;0;0.037
2024-06-24 14:49:00;26.772;59.259;47.009;359.099;44.877;56.356;0;0.141
2024-06-24 14:50:00;27.067;69.094;34.653;371.974;44.561;55.02;0;0.121
2024-06-24 14:51:00;24.313;72.69;39.511;345.085;48.019;56.245;0;0.123
2024-06-24 14:52:00;23.699;59.387;31.532;259.812;41.826;47.505;0;0.029
2024-06-24 14:53:00;27.917;60.412;20.016;366.574;45.782;51.306;0;0.021
2024-06-24 14:54:00;26.498;70.088;41.604;368.228;43.265;55.025;0;0.004
2024-06-24 14:55:00;24.877;66.357;44.871;315.991;45.885;53.637;0;0.036
2024-06-24 14:56:00;28.327;67.757;42.097;31.831;44.806;63.907;1;0.928
2024-06-24 14:57:00;26.174;66.703;24.404;423.794;45.279;56.522;0;0.036
2024-06-24 14:58:00;27.769;66.953;37.193;374.572;43.35;60.984;0;0.109
2024-06-24 14:59:00;26.101;58.368;22.253;338.546;43.47;55.066;0;0.038
2024-06-24 15:00:00;29.091;70.237;50.958;293.148;45.862;62.394;0;0.059
2024-06-24 15:01:00;28.633;70.848;31.312;308.909;47.831;57.783;0;0.147
2024-06-24 15:02:00;25.627;63.853;50.043;415.13;43.205;55.094;0;0.037
2024-06-24 15:03:00;27.457;64.783;47.567;356.883;42.394;54.907;0;0.056
2024-06-24 15:04:00;26.968;57.344;32.795;322.471;46.84;48.319;0;0.045
2024-06-24 15:05:00;28.053;67.571;30.938;375.484;44.902;58.548;0;0.016
2024-06-24 15:06:00;24.553;67.86;42.803;309.28;47.491;54.719;0;0.073
2024-06-24 15:07:00;27.029;64.689;33.245;425.042;42.283;51.486;0;0.057
2024-06-24 15:08:00;27.588;70.622;40.82;417.64;39.662;62.745;0;0.104
2024-06-24 15:09:00;23.362;63.33;36.137;326.671;43.401;46.248;0;0.123
2024-06-24 15:10:00;24.225;67.823;25.751;318.566;42.701;52.043;0;0.082
2024-06-24 15:11:00;22.941;59.902;22.156;219.093;44.764;62.194;0;0.005
2024-06-24 15:12:00;25.596;64.882;41.813;275.921;43.089;57.209;0;0.093
2024-06-24 15:13:00;27.076;64.128;35.508;283.027;47.223;54.665;0;0.008
2024-06-24 15:14:00;28.254;66.127;35.575;356.76;44.136;56.757;0;0.092
2024-06-24 15:15:00;26.111;63.152;45.567;333.688;45.451;56.256;0;0.103
2024-06-24 15:16:00;28.443;64.343;49.388;282.733;45.473;44.383;0;0.03
2024-06-24 15:17:00;23.93;69.13;37.82;335.942;45.585;52.555;0;0.123
2024-06-24 15:18:00;23.445;62.816;37.275;375.267;44.928;66.316;0;0.137
2024-06-24 15:19:00;36.932;86.8;44.001;23.197;46.532;50.385;1;0.963
2024-06-24 15:20:00;26.576;73.748;29.145;255.016;42.613;52.772;0;0.046
2024-06-24 15:21:00;25.951;71.907;41.785;343.587;49.198;51.209;0;0.088
2024-06-24 15:22:00;22.899;58.539;44.415;280.833;44.29;54.391;0;0.137
2024-06-24 15:23:00;25.866;68.449;45.442;16.399;41.065;128.633;1;0.929
2024-06-24 15:24:00;24.043;62.485;24.506;389.207;45.564;58.407;0;0.123
2024-06-24 15:25:00;27.005;66.317;33.909;305.099;42.446;56.381;0;0.001
2024-06-24 15:26:00;26.55;66.471;32.974;311.698;46.996;60.415;0;0.001
2024-06-24 15:27:00;24.59;63.828;40.799;326.937;51.629;47.643;0;0.114
2024-06-24 15:28:00;25.229;61.081;43.846;237.36;42.64;52.618;0;0.114
2024-06-24 15:29:00;24.411;61.547;51.974;366.798;45.997;53.42;0;0.118
2024-06-24 15:30:00;25.906;60.419;36.04;336.358;39.733;58.19;0;0.14
2024-06-24 15:31:00;27.433;60.841;36.019;398.509;46.362;49.447;0;0.018
2024-06-24 15:32:00;24.521;64.664;49.197;295.08;42.343;61.41;0;0.035
2024-06-24 15:33:00;26.756;61.421;42.373;319.044;43.125;63.305;0;0.136
2024-06-24 15:34:00;25.205;68.41;50.141;274.674;41.696;48.078;0;0.027
2024-06-24 15:35:00;24.811;72.436;42.31;299.785;47.196;51.564;0;0.102
2024-06-24 15:36:00;25.839;62.1;30.743;290.901;48.022;51.276;0;0.08
2024-06-24 15:37:00;24.447;66.197;29.335;399.799;45.07;73.427;0;0.012
2024-06-24 15:38:00;25.17;67.498;27.588;315.087;42.407;51.991;0;0.043
2024-06-24 15:39:00;24.203;67.36;45.296;356.209;49.769;66.743;0;0.078
2024-06-24 15:40:00;28.947;65.38;49.509;330.962;42.749;46.134;0;0.128
2024-06-24 15:41:00;26.053;68.713;54.795;286.527;38.514;48.072;0;0.106
2024-06-24 15:42:00;24.95;67.411;46.745;341.585;46.375;50.194;0;0.093
2024-06-24 15:43:00;26.321;58.812;49.303;379.955;41.686;49.08;0;0.074
2024-06-24 15:44:00;25.832;69.346;35.36;289.612;47.966;53.125;0;0.045
2024-06-24 15:45:00;25.669;69.436;30.749;390.456;43.857;50.039;0;0.018
2024-06-24 15:46:00;26.921;61.184;46.801;307.514;46.811;49.265;0;0.061
2024-06-24 15:47:00;27.136;65.19;43.341;325.851;49.205;63.109;0;0.004
2024-06-24 15:48:00;25.204;68.417;40.86;376.534;41.373;63.567;0;0.032
2024-06-24 15:49:00;25.136;63.953;43.099;316.828;43.302;61.645;0;0.065
2024-06-24 15:50:00;25.587;70.365;42.585;351.879;44.773;58.668;0;0.063
2024-06-24 15:51:00;22.547;76.819;50.271;334.265;49.613;55.649;0;0.007
2024-06-24 15:52:00;23.727;61.07;50.36;356.468;43.025;51.521;0;0.088
2024-06-24 15:53:00;28.05;58.095;44.354;230.963;43.216;48.328;0;0.082
2024-06-24 15:54:00;28.467;66.519;46.766;258.516;46.434;57.541;0;0.012
2024-06-24 15:55:00;25.626;68.608;44.113;380.798;43.268;46.785;0;0.141
2024-06-24 15:56:00;26.865;63.846;36.311;401.859;45.458;48.043;0;0.015
2024-06-24 15:57:00;35.065;72.266;161.504;304.476;40.345;63.07;1;0.958
2024-06-24 15:58:00;30.618;58.307;28.844;337.799;51.643;68.305;0;0.0
2024-06-24 15:59:00;27.679;68.465;48.431;364.736;40.957;57.753;0;0.132
2024-06-24 16:00:00;25.808;61.971;30.444;384.661;44.035;62.745;0;0.003
2024-06-24 16:01:00;24.567;73.597;42.286;248.616;44.903;53.279;0;0.114
2024-06-24 16:02:00;23.59;74.963;33.239;305.698;50.738;45.636;0;0.054
2024-06-24 16:03:00;26.305;61.167;44.427;333.371;41.025;59.285;0;0.111
2024-06-24 16:04:00;24.865;62.252;39.729;385.157;50.951;58.985;0;0.06
2024-06-24 16:05:00;23.867;69.298;27.242;474.922;47.272;55.502;0;0.011
2024-06-24 16:06:00;25.03;63.064;43.366;338.6;46.251;53.303;0;0.115
2024-06-24 16:07:00;24.378;64.773;35.377;279.651;42.046;61.735;0;0.011
2024-06-24 16:08:00;28.531;65.127;47.049;370.113;46.713;48.1;0;0.138
2024-06-24 16:09:00;27.322;55.402;40.011;416.05;42.83;49.584;0;0.008
2024-06-24 16:10:00;25.988;64.931;43.163;355.401;48.8;47.943;0;0.072
2024-06-24 16:11:00;28.22;61.551;32.339;304.668;42.087;55.595;0;0.108
2024-06-24 16:12:00;26.116;62.534;35.285;397.9;44.661;47.385;0;0.059
2024-06-24 16:13:00;24.708;72.218;36.331;383.177;43.334;50.21;0;0.033
2024-06-24 16:14:00;28.285;58.717;46.854;298.696;42.037;50.06;0;0.114
2024-06-24 16:15:00;26.808;69.066;53.419;369.071;47.224;53.176;0;0.118
2024-06-24 16:16:00;24.444;63.605;33.559;399.863;46.606;44.588;0;0.138
2024-06-24 16:17:00;25.714;63.601;48.615;409.095;48.627;55.61;0;0.056
2024-06-24 16:18:00;24.687;68.952;22.643;346.678;39.66;63.731;0;0.076
2024-06-24 16:19:00;23.926;66.7;30.446;332.096;48.193;55.948;0;0.054
2024-06-24 16:20:00;27.389;67.853;32.33;411.364;52.516;65.789;0;0.039
2024-06-24 16:21:00;28.864;69.841;29.18;289.492;43.645;64.338;0;0.113
2024-06-24 16:22:00;23.902;63.343;27.331;371.929;50.685;60.444;0;0.051
2024-06-24 16:23:00;26.844;61.939;43.304;281.499;44.211;55.523;0;0.064
2024-06-24 16:24:00;25.024;59.574;38.287;403.269;40.883;55.158;0;0.061
2024-06-24 16:25:00;25.269;60.873;43.035;337.098;44.083;60.347;0;0.107
2024-06-24 16:26:00;25.111;79.745;45.524;413.429;48.145;52.258;0;0.138
2024-06-24 16:27:00;24.704;71.223;42.125;374.571;42.485;41.822;0;0.1
2024-06-24 16:28:00;26.073;58.245;45.262;288.839;43.199;58.444;0;0.071
2024-06-24 16:29:00;24.754;58.388;39.444;421.231;46.781;47.083;0;0.117
2024-06-24 16:30:00;26.406;67.409;30.504;427.562;45.009;48.265;0;0.096
2024-06-24 16:31:00;25.925;67.736;48.463;394.114;46.754;55.002;0;0.009
2024-06-24 16:32:00;25.642;67.744;35.287;311.921;45.713;54.334;0;0.014
2024-06-24 16:33:00;24.639;63.725;32.515;334.699;46.439;45.115;0;0.006
2024-06-24 16:34:00;25.135;64.373;38.577;357.271;43.703;56.158;0;0.069
2024-06-24 16:35:00;27.133;66.639;32.698;314.814;45.695;61.763;0;0.124
2024-06-24 16:36:00;26.751;65.429;36.661;434.617;42.218;47.102;0;0.047
2024-06-24 16:37:00;24.534;53.903;42.752;357.216;48.865;63.907;0;0.058
2024-06-24 16:38:00;26.149;63.851;42.787;214.833;43.097;44.079;0;0.136
2024-06-24 16:39:00;27.127;60.743;32.817;366.968;48.387;69.821;0;0.126
2024-06-24 16:40:00;23.496;65.876;36.098;332.592;44.299;52.121;0;0.1
2024-06-24 16:41:00;26.815;79.926;48.595;346.254;45.606;56.019;0;0.04
2024-06-24 16:42:00;25.006;66.837;43.971;331.569;43.515;41.756;0;0.018
2024-06-24 16:43:00;26.856;63.432;56.601;390.352;41.952;54.565;0;0.002
2024-06-24 16:44:00;24.855;69.609;49.441;405.984;39.766;56.599;0;0.016
2024-06-24 16:45:00;23.293;67.413;49.154;364.153;41.834;54.397;0;0.044
2024-06-24 16:46:00;23.559;67.1;28.897;333.034;44.028;51.058;0;0.083
2024-06-24 16:47:00;26.072;68.034;46.111;347.933;45.636;48.374;0;0.01
2024-06-24 16:48:00;26.39;75.283;39.575;350.98;48.031;62.914;0;0.02
2024-06-24 16:49:00;24.644;59.346;35.592;309.878;43.663;55.216;0;0.027
2024-06-24 16:50:00;26.958;67.368;41.344;378.946;42.354;65.785;0;0.095
2024-06-24 16:51:00;23.508;60.368;47.562;373.002;40.672;51.315;0;0.092
2024-06-24 16:52:00;25.901;67.778;44.007;427.022;46.44;51.956;0;0.083
2024-06-24 16:53:00;24.183;60.407;32.972;412.767;49.15;60.709;0;0.038
2024-06-24 16:54:00;25.022;62.913;45.94;315.716;48.799;43.639;0;0.056
2024-06-24 16:55:00;26.071;63.525;165.645;391.015;94.157;46.506;1;0.956
2024-06-24 16:56:00;24.709;69.879;41.733;302.452;46.916;62.682;0;0.034
2024-06-24 16:57:00;25.423;69.592;37.573;384.797;50.093;46.796;0;0.135
2024-06-24 16:58:00;27.509;58.771;38.249;324.169;45.996;42.267;0;0.147
2024-06-24 16:59:00;25.135;65.275;46.13;298.837;46.938;68.08;0;0.097
2024-06-24 17:00:00;27.254;61.452;31.678;364.002;44.038;45.243;0;0.138
2024-06-24 17:01:00;24.305;58.707;55.562;216.272;40.914;56.289;0;0.096
2024-06-24 17:02:00;26.795;63.915;25.431;262.451;42.948;55.484;0;0.005
2024-06-24 17:03:00;28.162;63.458;35.219;341.125;44.973;35.326;0;0.15
2024-06-24 17:04:00;22.293;77.134;42.962;354.122;45.182;53.129;0;0.015
2024-06-24 17:05:00;24.805;67.165;44.675;331.534;50.779;58.139;0;0.102
2024-06-24 17:06:00;26.866;58.112;39.196;271.028;45.244;57.48;0;0.038
2024-06-24 17:07:00;25.695;62.176;39.541;309.105;48.537;61.325;0;0.059
2024-06-24 17:08:00;26.557;70.107;43.284;369.56;43.695;52.288;0;0.097
2024-06-24 17:09:00;25.094;85.164;38.151;379.089;44.065;59.988;1;0.904
2024-06-24 17:10:00;26.13;57.07;51.145;349.189;41.013;50.175;0;0.038
2024-06-24 17:11:00;25.766;55.6;46.715;407.842;42.773;45.127;0;0.05
2024-06-24 17:12:00;27.752;74.355;46.983;369.87;46.581;45.916;0;0.051
2024-06-24 17:13:00;26.382;66.948;32.271;312.627;45.023;44.765;0;0.144
2024-06-24 17:14:00;26.506;60.659;39.365;335.975;47.829;62.067;0;0.12
2024-06-24 17:15:00;25.382;67.673;37.596;279.857;45.544;44.398;0;0.069
2024-06-24 17:16:00;25.269;51.821;31.955;344.593;43.943;56.918;0;0.03
2024-06-24 17:17:00;25.351;65.017;42.881;405.605;51.445;53.139;0;0.122
2024-06-24 17:18:00;26.592;66.639;35.699;384.265;44.718;54.281;0;0.024
2024-06-24 17:19:00;25.369;69.621;45.243;420.1;48.489;64.545;0;0.032
2024-06-24 17:20:00;26.435;59.931;194.209;334.856;43.796;51.931;1;0.986
2024-06-24 17:21:00;29.113;65.428;53.752;417.305;47.129;59.281;0;0.132
2024-06-24 17:22:00;27.307;60.373;32.829;340.335;47.784;55.263;0;0.02
2024-06-24 17:23:00;25.511;66.277;41.754;423.579;45.625;53.936;0;0.018
2024-06-24 17:24:00;27.802;60.523;46.335;348.907;37.937;71.1;0;0.074
2024-06-24 17:25:00;25.388;62.959;35.435;385.362;45.055;44.911;0;0.041
2024-06-24 17:26:00;22.943;60.021;46.82;423.756;48.691;64.024;0;0.085
2024-06-24 17:27:00;24.488;68.256;30.167;340.329;46.582;59.595;0;0.068
2024-06-24 17:28:00;23.194;69.292;51.617;360.919;46.338;51.643;0;0.065
2024-06-24 17:29:00;25.473;63.827;40.113;414.443;39.833;66.405;0;0.017
2024-06-24 17:30:00;26.028;65.191;35.229;343.35;42.839;42.063;0;0.021
2024-06-24 17:31:00;28.515;57.757;37.607;283.955;46.234;51.348;0;0.123
2024-06-24 17:32:00;26.49;63.502;46.471;457.15;92.361;46.541;1;0.871
2024-06-24 17:33:00;25.671;64.749;35.324;326.512;48.644;57.885;0;0.035
2024-06-24 17:34:00;27.244;78.104;34.005;357.938;44.565;47.209;0;0.017
2024-06-24 17:35:00;22.683;59.44;38.228;407.8;46.217;58.031;0;0.008
2024-06-24 17:36:00;26.353;72.321;30.584;319.575;45.049;53.695;0;0.091
2024-06-24 17:37:00;27.156;69.984;54.564;299.607;42.039;51.645;0;0.107
2024-06-24 17:38:00;23.782;66.403;35.469;362.687;38.233;57.721;0;0.056
2024-06-24 17:39:00;27.716;73.793;46.653;260.346;46.293;53.12;0;0.102
2024-06-24 17:40:00;26.508;66.861;41.676;335.605;45.522;47.38;0;0.107
2024-06-24 17:41:00;25.377;66.946;32.124;362.252;43.145;74.61;0;0.14
2024-06-24 17:42:00;26.949;64.734;39.952;336.502;40.142;51.59;0;0.01
2024-06-24 17:43:00;29.406;71.118;46.272;272.827;46.889;39.477;0;0.029
2024-06-24 17:44:00;26.273;70.482;38.494;429.709;44.202;49.105;0;0.01
2024-06-24 17:45:00;26.372;61.872;49.545;355.177;46.671;46.129;0;0.13
2024-06-24 17:46:00;25.311;58.404;48.172;421.558;50.592;60.783;0;0.119
2024-06-24 17:47:00;24.725;63.985;47.351;336.998;38.576;57.252;0;0.086
2024-06-24 17:48:00;27.246;61.0;36.323;305.999;42.901;57.791;0;0.013
2024-06-24 17:49:00;24.716;64.682;31.361;363.459;44.372;52.41;0;0.041
2024-06-24 17:50:00;26.107;71.187;35.091;339.211;49.364;53.045;0;0.045
2024-06-24 17:51:00;25.284;62.713;41.57;291.112;40.091;52.403;0;0.084
2024-06-24 17:52:00;26.718;64.786;44.366;423.489;50.808;54.432;0;0.039
2024-06-24 17:53:00;26.5;65.29;22.627;318.886;45.408;60.847;0;0.011
2024-06-24 17:54:00;27.556;69.242;39.935;257.987;44.712;57.353;0;0.11
2024-06-24 17:55:00;25.235;53.766;41.265;416.408;44.406;58.501;0;0.045
2024-06-24 17:56:00;25.595;61.966;37.78;324.785;43.691;58.497;0;0.068
2024-06-24 17:57:00;24.532;66.056;50.33;319.609;48.144;61.191;0;0.019
2024-06-24 17:58:00;25.334;71.0;43.374;261.731;41.794;57.017;0;0.12
2024-06-24 17:59:00;26.566;62.54;50.482;437.047;46.036;57.512;0;0.085
2024-06-24 18:00:00;27.135;55.617;38.272;285.526;43.847;63.322;0;0.135
2024-06-24 18:01:00;24.617;68.099;47.5;352.922;42.714;50.345;0;0.074
2024-06-24 18:02:00;27.304;61.823;53.081;395.631;52.758;49.01;0;0.141
2024-06-24 18:03:00;28.033;59.052;50.494;371.086;46.257;46.699;0;0.134
2024-06-24 18:04:00;26.62;61.878;31.263;347.017;46.84;56.28;0;0.086
2024-06-24 18:05:00;28.815;64.077;37.971;264.917;48.413;42.024;0;0.14
2024-06-24 18:06:00;24.839;61.976;37.239;309.514;40.736;58.235;0;0.048
2024-06-24 18:07:00;24.133;53.972;43.914;359.39;50.257;54.236;0;0.055
2024-06-24 18:08:00;23.332;69.485;45.491;310.641;37.473;62.942;0;0.007
2024-06-24 18:09:00;28.244;71.374;33.289;360.168;42.694;50.297;0;0.088
2024-06-24 18:10:00;26.982;68.258;40.543;384.087;43.623;53.577;0;0.108
2024-06-24 18:11:00;25.917;59.312;23.841;398.125;46.745;62.855;0;0.116
2024-06-24 18:12:00;26.42;63.993;51.536;288.691;45.656;64.682;0;0.022
2024-06-24 18:13:00;24.312;64.967;35.901;459.832;44.5;50.239;0;0.067
2024-06-24 18:14:00;29.669;67.994;40.447;388.374;44.964;56.272;0;0.027
2024-06-24 18:15:00;26.194;68.342;37.523;349.914;42.066;57.061;0;0.099
2024-06-24 18:16:00;26.164;61.329;49.168;404.477;40.508;57.616;0;0.024
2024-06-24 18:17:00;27.089;65.41;17.3;468.27;47.18;53.162;0;0.136
2024-06-24 18:18:00;26.722;67.286;39.867;278.064;47.081;63.97;0;0.035
2024-06-24 18:19:00;26.336;72.279;39.153;338.737;49.753;41.772;0;0.044
2024-06-24 18:20:00;24.814;68.523;36.371;231.078;42.63;52.052;0;0.128
2024-06-24 18:21:00;36.37;68.945;158.091;41.676;47.078;58.136;1;0.888
2024-06-24 18:22:00;28.823;65.419;32.901;368.27;44.149;58.201;0;0.004
2024-06-24 18:23:00;28.018;72.052;46.174;348.042;48.571;64.469;0;0.074
2024-06-24 18:24:00;28.39;67.049;42.85;317.273;48.066;63.388;0;0.013
2024-06-24 18:25:00;25.233;60.695;50.092;247.524;45.634;53.001;0;0.148
2024-06-24 18:26:00;24.516;72.017;34.662;368.677;43.981;64.099;0;0.088
2024-06-24 18:27:00;25.811;68.49;34.136;422.772;47.883;50.002;0;0.038
2024-06-24 18:28:00;26.084;62.785;48.769;320.449;46.941;61.516;0;0.085
2024-06-24 18:29:00;27.641;62.603;43.403;372.003;42.947;67.674;0;0.012
2024-06-24 18:30:00;23.461;66.483;27.641;271.593;41.017;63.505;0;0.12
2024-06-24 18:31:00;28.294;67.316;35.686;372.861;44.134;55.74;0;0.139
2024-06-24 18:32:00;25.763;65.986;43.091;330.331;49.546;52.678;0;0.131
2024-06-24 18:33:00;25.36;66.557;46.702;311.879;48.439;44.3;0;0.051
2024-06-24 18:34:00;24.482;73.5;34.566;311.982;41.663;57.174;0;0.049
2024-06-24 18:35:00;23.518;70.358;16.686;330.319;41.497;47.193;0;0.005
2024-06-24 18:36:00;27.235;65.953;44.186;369.122;48.824;49.448;0;0.098
2024-06-24 18:37:00;26.11;69.707;30.237;284.392;41.593;46.665;0;0.08
2024-06-24 18:38:00;24.065;59.837;23.861;330.144;46.528;51.777;0;0.069
2024-06-24 18:39:00;24.057;66.99;17.341;347.926;43.152;54.804;0;0.136
2024-06-24 18:40:00;25.496;74.047;46.512;295.048;49.851;56.915;0;0.025
2024-06-24 18:41:00;28.504;63.91;41.029;439.833;42.689;50.796;0;0.001
2024-06-24 18:42:00;25.611;60.762;38.195;307.325;48.43;62.485;0;0.011
2024-06-24 18:43:00;23.745;61.74;51.112;316.528;45.555;53.543;0;0.034
2024-06-24 18:44:00;25.631;59.552;45.099;301.085;45.757;49.486;0;0.005
2024-06-24 18:45:00;25.591;61.076;52.93;439.924;39.089;56.584;0;0.075
2024-06-24 18:46:00;21.955;63.147;28.858;377.645;38.391;68.745;0;0.047
